('converting', 'VBG')
('png_image_buffer_size', 'NN')
('betas', 'NNS')
('btoax', 'VBP')
('technique', 'JJ')
('read_user_chunks', 'NNS')
('lone', 'VBP')
('png_fp_saw_sign', 'JJ')
('pre-1610', 'JJ')
('strip', 'NN')
('bounds', 'VBZ')
('vision', 'NN')
('zlib_advance', 'NN')
('expect', 'VBP')
('hanging', 'VBG')
('bitspixel', 'NN')
('reciprocals', 'NNS')
('quiets', 'NNS')
('restricted', 'VBD')
('freed', 'JJ')
('8-gamma_shift', 'JJ')
('rationale', 'NN')
('no-op', 'JJ')
('andreas', 'NNS')
('protected', 'VBN')
('decompression', 'NN')
('nmcl', 'NN')
('took', 'VBD')
('blue-x', 'NN')
('clause', 'NN')
('duplicated', 'VBD')
('ways', 'NNS')
('setjmp', 'JJ')
('write_customize_ztxt_compression', 'NN')
('standard_', 'NN')
('slip', 'NN')
('_imp', 'NNP')
('removal', 'NN')
('description', 'NN')
('modulo', 'NN')
('user_limits', 'NNS')
('making', 'VBG')
('inquiry', 'JJ')
('header', 'NN')
('unsigned_max', 'JJ')
('settings', 'NNS')
('claim', 'VBP')
('null', 'JJ')
('weirdness', 'NN')
('exception', 'NN')
('recovered', 'VBD')
('approximation', 'NN')
('eof', 'NN')
('p_file', 'NN')
('log265535655345', 'NN')
('confounded', 'VBD')
('looks', 'NNS')
('before', 'IN')
('powiv', 'NN')
('freedom', 'NN')
('mechanisms', 'RBS')
('compliant', 'JJ')
('wwwcolororg', 'NN')
('required', 'VBN')
('chopping', 'VBG')
('begin_read', 'JJ')
('stride', 'JJ')
('stdarg', 'NN')
('candidates', 'NNS')
('custom', 'VBP')
('b^gamma', 'JJ')
('pre-160', 'JJ')
('dimensions', 'NNS')
('failed', 'VBD')
('processed', 'JJ')
('lab', 'NN')
('statement', 'NN')
('work', 'NN')
('pngwritec', 'JJ')
('build', 'JJ')
('pngh', 'NN')
('worthy', 'JJ')
('andor', 'NN')
('red-scale', 'JJ')
('__cplusplus', 'JJ')
('bogus', 'NN')
('expects', 'VBZ')
('cost', 'NN')
('calling', 'VBG')
('negate', 'JJ')
('insert', 'NN')
('arises', 'NNS')
('alphas', 'RB')
('instantiated', 'VBN')
('png_structrow_fn', 'NN')
('accumulaten', 'JJ')
('mmx', 'NN')
('-165535', 'NNP')
('indicates', 'VBZ')
('png_io_chunk_crc', 'JJ')
('systems', 'NNS')
('facility', 'NN')
('the_exception_context', 'JJ')
('coefficients_overridden', 'JJ')
('replacements', 'NNS')
('license', 'VBP')
('png_structpng_info', 'NN')
('system', 'NN')
('reject', 'VBP')
('kept', 'VBN')
('png_read_gamma_supported', 'JJ')
('bytes-per-pixel', 'JJ')
('chunk-name', 'NN')
('ask', 'NN')
('png_set_rgb_to_gray_fixedpng_structp', 'NN')
('expressed', 'VBD')
('memory-specific', 'JJ')
('producing', 'VBG')
('slots', 'JJ')
('compatibility', 'NN')
('copying', 'VBG')
('non-overflowing', 'JJ')
('apple', 'NN')
('ga-8', 'NN')
('png_setjmp_supported', 'VBD')
('cprt', 'JJ')
('encoded_sample', 'JJ')
('introduce', 'NN')
('capability', 'NN')
('png_ptr->bit_depth', 'JJ')
('removes', 'NNS')
('libpng_ver', 'RB')
('persist', 'VBP')
('complements', 'NNS')
('make_size_images', 'NNS')
('files', 'NNS')
('octet', 'VBP')
('allocation', 'JJ')
('art', 'IN')
('red-c', 'JJ')
('endpoints', 'NNS')
('record', 'NN')
('red-cred-scale', 'NN')
('correct', 'NN')
('decompressed', 'VBD')
('validating', 'VBG')
('formed', 'VBN')
('generic', 'JJ')
('reset', 'JJ')
('quantization', 'NN')
('chunk-type', 'NN')
('buffering', 'NN')
('optimizations', 'NNS')
('downloads', 'VBP')
('write_memory', 'JJ')
('search', 'NN')
('critique', 'NN')
('introduction', 'NN')
('fileid', 'NN')
('hardwired', 'VBD')
('gamut', 'JJ')
('sequential_read', 'JJ')
('meet', 'NN')
('avoid', 'JJ')
('exceptions', 'NNS')
('correspnding', 'VBG')
('instantiates', 'NNS')
('checking', 'VBG')
('libpng-121', 'JJ')
('frequent', 'JJ')
('libpng-1219', 'JJ')
('reflects', 'VBZ')
('zlib_message', 'JJ')
('off-by-one', 'JJ')
('de-interlace', 'NN')
('ensure', 'VB')
('--sp', 'JJ')
('warned', 'VBN')
('blue-zblue-scale', 'JJ')
('compositing', 'VBG')
('characteristics', 'NNS')
('end-point', 'JJ')
('spec', 'JJ')
('color-y', 'JJ')
('utility', 'NN')
('modify', 'NN')
('conformant', 'JJ')
('no_change', 'NN')
('png_create_struct', 'NN')
('filestatus_code', 'NN')
('presumed', 'VBD')
('contribute', 'JJ')
('read_callback', 'NN')
('bt709-3', 'NN')
('png_set_option_supported', 'VBD')
('modifiers', 'NNS')
('png_max_gamma_8', 'JJ')
('max-1', 'JJ')
('replicated', 'VBN')
('building', 'NN')
('store_read_reset', 'NN')
('ensuring', 'VBG')
('bitshigh', 'NN')
('assumed', 'VBD')
('packing', 'VBG')
('violate', 'JJ')
('white-c', 'JJ')
('strcmp', 'NN')
('gnu', 'NN')
('declared', 'VBN')
('encapsulates', 'VBZ')
('benefit', 'VBP')
('inout', 'NN')
('write_filter', 'NN')
('flagged', 'VBD')
('complains', 'NNS')
('non-composition', 'JJ')
('though', 'IN')
('reported', 'JJ')
('goto', 'NN')
('adigits', 'NNS')
('latter', 'RBR')
('mentioned', 'VBD')
('arguments', 'NNS')
('quick', 'JJ')
('algorithm', 'NN')
('retained', 'VBD')
('acts', 'NNS')
('prevented', 'VBN')
('odd', 'JJ')
('limiting', 'VBG')
('expand_16', 'NN')
('enquiry', 'NN')
('chooses', 'VBZ')
('bcpl', 'JJ')
('relates', 'NNS')
('32-bits', 'NNS')
('meter', 'JJ')
('chromaticity', 'NN')
('re-ordering', 'JJ')
('png_composite', 'NN')
('theyre', 'JJ')
('red_sbit', 'NN')
('use-input-precision', 'JJ')
('colours', 'NN')
('happens', 'VBZ')
('z_no_flush', 'JJ')
('png_ptr->rowbytes', 'NNS')
('write_weighted_filter', 'NN')
('structs', 'NNS')
('fact', 'NN')
('interaction', 'NN')
('inflateinit2', 'NN')
('corrupted', 'VBN')
('generates', 'NNS')
('input_sample', 'JJ')
('component<alpha', 'JJ')
('httpswebarchiveorgweb20000816232553wwwinforampnet', 'NN')
('libpng-129', 'JJ')
('deal', 'NN')
('halt', 'NN')
('bit-20', 'JJ')
('composting', 'VBG')
('c-90', 'JJ')
('lock-step', 'JJ')
('png_ptr->transformations', 'NNS')
('part2', 'JJ')
('humans', 'NNS')
('loses', 'VBZ')
('max_length', 'JJ')
('rgba-8', 'JJ')
('encodings0', 'NN')
('released', 'VBN')
('scales', 'NNS')
('png_shift', 'VB')
('situation', 'NN')
('encoding_counter', 'RB')
('z-rc', 'CD')
('gone', 'VBN')
('decompressing', 'VBG')
('read_bgr', 'NN')
('png_store_file', 'NN')
('gpc_', 'NN')
('look', 'NN')
('png_scale_16_to_8', 'JJ')
('dispersion', 'NN')
('generation', 'NN')
('albeit', 'IN')
('error_to_srgb', 'JJ')
('rewritten', 'JJ')
('uarb_div10', 'JJ')
('restricts', 'NNS')
('png_gray_to_rgb', 'VBP')
('fast', 'RB')
('e-n', 'JJ')
('have_intent', 'NN')
('iteration', 'NN')
('loops', 'VBZ')
('adjust', 'JJ')
('accommodate', 'NN')
('hacking', 'NN')
('said', 'VBD')
('png_do_strip_filler', 'NN')
('write_main', 'NN')
('conditioned', 'VBD')
('-001', 'NNP')
('png_convert_size', 'VB')
('tie', 'JJ')
('plte', 'NN')
('meaningful', 'JJ')
('extensions', 'NNS')
('end-of-file', 'JJ')
('png_structtime_buffer', 'NN')
('gamma_shift-1>', 'JJ')
('auto', 'NN')
('room', 'NN')
('cleanup', 'NN')
('do_interlace', 'NN')
('outputavail_out', 'IN')
('replication', 'NN')
('gray_to_rgb', 'NN')
('original_info', 'IN')
('incomplete', 'JJ')
('weird', 'JJ')
('endpoint', 'NN')
('part', 'NN')
('dropping', 'VBG')
('makes', 'VBZ')
('think', 'NN')
('reader', 'VB')
('blue-y-green-y', 'JJ')
('white-scale', 'JJ')
('backgrounds', 'NNS')
('listed', 'VBN')
('security', 'NN')
('lengths', 'JJ')
('mismatches', 'NNS')
('gray-scale', 'JJ')
('dominate', 'NN')
('like', 'IN')
('etc', 'NN')
('intended', 'VBN')
('misinterpretation', 'NN')
('across', 'IN')
('differ', 'NN')
('png_read_unknown_chunks_supported', 'VBN')
('update_info', 'RB')
('adjusted', 'VBN')
('lost', 'VBN')
('z_buf_error', 'NN')
('boolean', 'NN')
('moved', 'VBD')
('logarithm', 'JJ')
('opacity', 'NN')
('removing', 'VBG')
('compilation', 'NN')
('validates', 'NNS')
('expansions', 'NNS')
('buffer_start_write', 'RB')
('png_write_flush_supported', 'VBD')
('convenient', 'JJ')
('ends', 'NNS')
('precise', 'JJ')
('png-fix-itxtc', 'JJ')
('calculations', 'NNS')
('builds', 'NNS')
('gregs', 'NNS')
('assumption', 'NN')
('deinterlacing', 'VBG')
('colorxcolor-z', 'JJ')
('pcs', 'NNS')
('replacing', 'VBG')
('terminators', 'NNS')
('clearing', 'VBG')
('benign', 'JJ')
('jcb', 'NN')
('nan', 'NN')
('samples', 'NNS')
('image_width', 'VBP')
('treates', 'VBZ')
('png-sample', 'JJ')
('threshold', 'NN')
('passed', 'VBD')
('limits', 'NNS')
('canceling', 'VBG')
('shortcut', 'JJ')
('effect', 'NN')
('png_read_bgr_supported', 'VBD')
('msgi', 'JJ')
('jmpbuf_size', 'NN')
('overlaying', 'VBG')
('gamma_shiftiv', 'JJ')
('rgb_alpha', 'NN')
('png_read_rgb_to_gray_supported', 'VBD')
('fractions', 'NNS')
('wraps', 'VBP')
('apparent', 'JJ')
('modifier_reset', 'NN')
('presence', 'NN')
('adding', 'VBG')
('sacrifice', 'NN')
('hill', 'NN')
('whacking', 'VBG')
('xxrrggbb', 'NNP')
('png_size_max', 'JJ')
('seconds', 'NNS')
('inter-chunk', 'JJ')
('floating_point', 'JJ')
('validity', 'NN')
('causing', 'VBG')
('duplicating', 'VBG')
('ga-16', 'JJ')
('caught', 'NN')
('png_read_transforms_supported', 'VBN')
('delay', 'NN')
('subtracting', 'VBG')
('numerator', 'JJ')
('updating', 'JJ')
('floor', 'NN')
('libpng-107', 'JJ')
('png_skip_srgb_check_profile', 'NN')
('pngprivh', 'NN')
('model', 'NN')
('plain', 'NN')
('componentalpha65535', 'JJ')
('png_expand', 'NN')
('addressed', 'VBD')
('non-device', 'JJ')
('moves', 'NNS')
('become', 'VBP')
('dump', 'JJ')
('comparepixel', 'NN')
('kodak', 'JJ')
('widths', 'NNS')
('explicit', 'JJ')
('reverse', 'JJ')
('notice', 'NN')
('danger', 'NN')
('based', 'VBN')
('tidier', 'JJR')
('zap', 'JJ')
('write_interlacing', 'VBG')
('runn', 'JJ')
('too-large', 'JJ')
('logvalue255log2', 'NN')
('pngrutilc', 'IN')
('png-12', 'JJ')
('testing', 'VBG')
('red-x', 'JJ')
('png_rgb_to_gray', 'NN')
('png_no_stdio', 'NN')
('png_read_swap_alpha_supported', 'VBD')
('columns', 'JJ')
('carry', 'JJ')
('colorxcolor-y', 'JJ')
('factoring', 'NN')
('retrieval', 'NN')
('vulnerability', 'NN')
('consumer', 'NN')
('chunk_length8chunk_length11', 'NN')
('allocator', 'NN')
('skips', 'VBZ')
('n_digits', 'NNS')
('device', 'NN')
('read_png', 'NN')
('irrelevant', 'JJ')
('looked', 'VBD')
('png_ptr->zstreammsg', 'NN')
('rounded', 'VBD')
('read_16bit_supported', 'JJ')
('discontinuity', 'NN')
('deflateinit2', 'NN')
('value5', 'NN')
('recording', 'VBG')
('thirty', 'JJ')
('users', 'NNS')
('capabilities', 'NNS')
('default_tests', 'NNS')
('representing', 'VBG')
('perform', 'NN')
('checker', 'NN')
('nul', 'FW')
('safes', 'NN')
('do_compose', 'JJ')
('blue-xred-y', 'JJ')
('posterity', 'NN')
('file-name', 'JJ')
('push_read', 'NN')
('xout', 'IN')
('4-bit', 'JJ')
('maxpc', 'NN')
('scriptspnglibconfdfa', 'NN')
('noise', 'NN')
('tends', 'VBZ')
('calculates', 'VBZ')
('property', 'NN')
('distinction', 'NN')
('buffered', 'VBD')
('preserving', 'JJ')
('single_rowbuf_alloc', 'NN')
('copies', 'NNS')
('newline', 'VBP')
('colormap->pixel', 'JJ')
('dumps', 'NNS')
('obtain', 'VB')
('termed', 'JJ')
('attempted', 'JJ')
('dos', 'NN')
('differences', 'NNS')
('generators', 'NNS')
('png_read_alpha_mode_supported', 'VBD')
('encodings', 'NNS')
('resulted', 'VBD')
('png_alpha_standard', 'JJ')
('png_background_expand', 'NN')
('png_fp_exponext', 'NN')
('accept', 'NN')
('counters', 'NNS')
('read_background', 'VBP')
('boundary', 'JJ')
('mean', 'NN')
('summary', 'JJ')
('reread', 'NN')
('representations', 'NNS')
('lengthtype', 'VBP')
('cse', 'JJ')
('claw', 'NN')
('libpng-1241', 'JJ')
('place', 'NN')
('replacement', 'NN')
('install', 'NN')
('crashed', 'VBD')
('srgb0', 'JJ')
('indicating', 'NN')
('png_read_interlacing_supported', 'VBD')
('nail', 'JJ')
('write-errno', 'JJ')
('given', 'VBN')
('intermediates', 'NNS')
('cancelled', 'VBD')
('png_start_row', 'NN')
('ups', 'NNS')
('robinson', 'JJ')
('representation', 'NN')
('pm->assume_16_bit_calculations', 'NNS')
('aids', 'NNS')
('calls', 'NNS')
('outrowc', 'VBP')
('mathh', 'JJ')
('increments', 'NNS')
('vectors', 'NNS')
('~x1', 'VBP')
('observer', 'IN')
('per-test', 'JJ')
('pointless', 'NN')
('forced', 'VBD')
('pool', 'JJ')
('pab-c', 'JJ')
('lengthtypedata_pos', 'JJ')
('lots', 'NNS')
('relationship', 'NN')
('png_intel_sse_implementation', 'NN')
('recorded', 'VBN')
('transmission', 'NN')
('according', 'VBG')
('png_fp_state', 'NN')
('initiated', 'JJ')
('hunts', 'NNS')
('careful', 'JJ')
('normalization', 'NN')
('data_pos', 'NN')
('riffled', 'VBD')
('coverity', 'NN')
('input_memory', 'NN')
('imposes', 'NNS')
('r^g', 'VBP')
('zeros', 'CD')
('bug', 'JJ')
('de-interlacing', 'JJ')
('glin', 'NN')
('subset', 'NN')
('notreached', 'VBD')
('creating', 'VBG')
('error_to_linear_grayscale', 'JJ')
('production', 'NN')
('owns', 'VBZ')
('cover', 'RB')
('blue-yred-x', 'JJ')
('supplied', 'JJ')
('modifying', 'VBG')
('wish', 'JJ')
('utilities', 'NNS')
('work-around', 'JJ')
('green-y', 'JJ')
('reversed', 'VBN')
('permuting', 'NN')
('status_code', 'NN')
('libpng_warning', 'VBG')
('permits', 'NNS')
('conditioning', 'VBG')
('wishes', 'NNS')
('equivalence', 'NN')
('variant', 'JJ')
('sbitsbit', 'NN')
('corresponding', 'VBG')
('white-cwhite-scale', 'JJ')
('modifier', 'NN')
('optimizes', 'VBZ')
('balance', 'NN')
('approximated', 'JJ')
('quality', 'NN')
('produced', 'VBN')
('too-far-back', 'RB')
('switched', 'JJ')
('overwrite', 'JJ')
('store_progressive_read', 'NN')
('persuade', 'NN')
('mybuffer', 'NN')
('truncated', 'VBD')
('libpng-155', 'JJ')
('depending', 'VBG')
('trumps', 'JJ')
('attacker', 'NN')
('blue-cblue-scale', 'JJ')
('separation', 'NN')
('log2dbl_maxlog2dbl_min', 'NN')
('improve', 'VB')
('implementations', 'NNS')
('grr', 'VB')
('attached', 'VBN')
('depths', 'JJ')
('64-bits', 'JJ')
('encourage', 'NN')
('alters', 'NNS')
('colour', 'VBP')
('abandoned', 'VBN')
('exceed', 'VBP')
('as_default', 'JJ')
('8-bits', 'JJ')
('bchannels', 'NNS')
('gets', 'VBZ')
('wpass', 'JJ')
('gray<->color', 'NN')
('asks', 'NNS')
('indexes', 'NNS')
('inflatereset', 'VBP')
('guidance', 'NN')
('apps', 'NN')
('top', 'JJ')
('transfer', 'NN')
('heights', 'NNS')
('yuck', 'VBP')
('agrees', 'VBZ')
('occur', 'VBP')
('chunk_init', 'NN')
('semantics', 'NNS')
('map', 'VBP')
('png_structgamma', 'JJ')
('incorrect', 'NN')
('contains', 'VBZ')
('chromaticities', 'NNS')
('standard', 'JJ')
('incoming', 'VBG')
('inverse', 'JJ')
('crashes', 'NNS')
('human', 'JJ')
('z_const', 'CD')
('libpng-160', 'JJ')
('frexp', 'JJ')
('absent', 'NN')
('png_div51', 'NN')
('eliminate', 'NN')
('uniqueness', 'JJ')
('meaningless', 'NN')
('merge', 'NN')
('complexity', 'NN')
('sent', 'VBD')
('efficiency', 'NN')
('give', 'VB')
('per-chunk', 'JJ')
('control_end', 'NN')
('allocating', 'VBG')
('revised', 'VBN')
('re-initializer', 'JJ')
('uncomment', 'JJ')
('locations', 'NNS')
('simplify', 'VBP')
('slows', 'VBZ')
('split', 'NN')
('removed', 'VBN')
('worry', 'VBP')
('timing', 'VBG')
('do_expand_16', 'JJ')
('zlib_fatal', 'JJ')
('color-map', 'JJ')
('pngapi', 'NN')
('leaving', 'VBG')
('simplification', 'NN')
('simple', 'JJ')
('setup', 'JJ')
('black-compensation', 'NN')
('pngunknown', 'IN')
('preceding', 'VBG')
('swapping', 'VBG')
('png_transform_', 'JJ')
('thereof', 'NN')
('info_structs', 'NNS')
('chunkpos', 'VBP')
('randomizer', 'JJ')
('deals', 'NNS')
('b16g', 'VBD')
('intervening', 'VBG')
('png_ptr->chunk_name', 'JJ')
('examine', 'NN')
('exponents', 'NNS')
('recycled', 'VBD')
('appear', 'JJ')
('margin', 'NN')
('filenames', 'NNS')
('backgroundcomposite', 'VBP')
('defaults', 'NNS')
('channelscomponents', 'NNS')
('crash', 'VBP')
('store_unknown_chunks', 'NNS')
('unlike', 'IN')
('64-bit', 'JJ')
('blue-xwhite-scale', 'JJ')
('power-law', 'NN')
('blue-xgreen-scale', 'JJ')
('btoaalpha', 'NN')
('pre-transforms', 'NNS')
('ignorediscard', 'NN')
('consumed', 'VBN')
('imagemagick', 'JJ')
('selection', 'NN')
('steps', 'NNS')
('modification', 'NN')
('gb16', 'JJ')
('extension', 'NN')
('exp_b10-1', 'JJ')
('set_packing', 'VBG')
('trailer', 'NN')
('partial-alpha', 'JJ')
('wextra', 'JJ')
('zlib->extra_bytes', 'NNS')
('allocate', 'VBP')
('<chunk>', 'NNS')
('encoded', 'VBD')
('red-xred-scale', 'NN')
('opposed', 'VBN')
('png_set_packingpng_structrp', 'JJ')
('reach', 'NN')
('maxseg_64k', 'NN')
('positioned', 'VBD')
('channel--perhaps', 'JJ')
('insignificant', 'JJ')
('original_rows', 'NNS')
('include', 'VBP')
('e-mail', 'JJ')
('green-ygreen-scale', 'JJ')
('coefficient', 'NN')
('standardized', 'VBD')
('prtr', 'NN')
('in_use', 'NN')
('linked', 'VBD')
('pngc', 'JJ')
('pre-106', 'JJ')
('leads', 'NNS')
('illuminantadopted', 'VBN')
('discourage', 'NN')
('png_filter_optimizations', 'NNS')
('dab2', 'VBP')
('terms', 'NNS')
('chunk_type', 'VBP')
('green-xgreen-scale', 'JJ')
('write_count', 'NN')
('act', 'NN')
('establish', 'VB')
('content', 'JJ')
('png_idat', 'NN')
('selected', 'VBN')
('cannot', 'JJ')
('bogons', 'NNS')
('profile_error', 'VBP')
('print', 'NN')
('loop', 'NN')
('no_flush', 'JJ')
('png_fp_exponent', 'NN')
('ignoring', 'VBG')
('btoa', 'JJ')
('sub-sample', 'JJ')
('scripts', 'NNS')
('intensity', 'NN')
('contribtoolsintgammash', 'VBP')
('elimination', 'NN')
('equation', 'NN')
('png_simplified_read_supported', 'VBD')
('porter-duff', 'JJ')
('z_sync_flush', 'NN')
('assigned', 'VBN')
('charles', 'NNS')
('input-5input5', 'JJ')
('anything', 'NN')
('represents', 'VBZ')
('6-12', 'JJ')
('pick', 'JJ')
('png-fix-itxtexe', 'JJ')
('versions', 'NNS')
('march', 'VBP')
('read_16bit', 'NN')
('hinc', 'JJ')
('emit_error', 'NN')
('means', 'VBZ')
('syntax', 'JJ')
('extent', 'NN')
('implied', 'VBD')
('worth', 'JJ')
('digitize', 'VB')
('macro', 'JJ')
('deallocate', 'NN')
('malloced', 'VBD')
('gammas', 'JJ')
('sigterm', 'JJ')
('optimized', 'VBN')
('clean-up', 'NN')
('parts', 'NNS')
('getset', 'VBD')
('catch', 'VB')
('red-yred-scale', 'JJ')
('configured', 'VBN')
('minor', 'JJ')
('dated', 'VBN')
('fread', 'JJ')
('png-10', 'JJ')
('operate', 'NN')
('scale_16', 'NN')
('dependent', 'JJ')
('blue-y', 'JJ')
('pngwioc', 'NN')
('gamma_shift><n1', 'NN')
('written_file', 'JJ')
('fit', 'JJ')
('shifting', 'VBG')
('app-error', 'JJ')
('cross', 'NN')
('allocates', 'NNS')
('png_cmap_', 'VBP')
('read_chunk', 'JJ')
('asr', 'NN')
('machine', 'NN')
('multiple_algorithms', 'NN')
('despite', 'IN')
('overruns', 'JJ')
('re-read', 'JJ')
('mntr', 'NN')
('documented', 'VBD')
('saw_dot', 'JJ')
('png_header_version_string', 'VBG')
('going', 'VBG')
('xoring', 'VBG')
('lay', 'NN')
('displayblock', 'NN')
('resultant', 'NN')
('png_filler_before', 'NN')
('can_write_interlace', 'NN')
('set_unknown_chunks', 'NNS')
('png_libpng_ver_string', 'VBG')
('seed', 'NN')
('follow', 'VBP')
('read_interlacing', 'VBG')
('coeffcients', 'NNS')
('-11', 'JJ')
('estimate', 'NN')
('samplemaxsample', 'NN')
('alpha_mode_supported', 'VBD')
('depthchannels', 'NNS')
('hides', 'NNS')
('png_div51alpha', 'VBP')
('inchar', 'NN')
('grained', 'VBN')
('complement', 'JJ')
('libpng-127', 'JJ')
('co-exist', 'NN')
('maxout', 'NN')
('png_read_struct', 'NN')
('finding', 'VBG')
('practice', 'NN')
('things', 'NNS')
('obey', 'VBP')
('rule', 'NN')
('set_user_limits', 'NNS')
('checks', 'NNS')
('handle_as_unknown', 'JJ')
('png_ptr->read_buffer', 'NN')
('ended', 'VBD')
('development', 'NN')
('weed', 'NN')
('reasons', 'NNS')
('intcoefficient', 'JJ')
('meant', 'JJ')
('via', 'IN')
('touch', 'JJ')
('freeing', 'VBG')
('png_quantize', 'NN')
('refer', 'NN')
('put', 'VBD')
('cksum', 'JJ')
('generating', 'VBG')
('argv0', 'JJ')
('standard_row', 'NN')
('fixme', 'JJ')
('components', 'NNS')
('libng-1510', 'RB')
('needed', 'VBN')
('expected', 'VBN')
('inter-row', 'JJ')
('established', 'VBN')
('jumps', 'NNS')
('clean', 'JJ')
('adler32', 'RB')
('png_mng_features_supported', 'JJ')
('shifts', 'NNS')
('equations', 'NNS')
('cache', 'VBP')
('png_stdio_supported', 'VBN')
('edit', 'NN')
('extra_bytes', 'VBZ')
('combination', 'NN')
('licensen', 'NN')
('ints', 'NNS')
('show', 'VBP')
('reused', 'JJ')
('comparison', 'NN')
('stepping', 'VBG')
('slow', 'JJ')
('control_init', 'NN')
('limitations', 'NNS')
('matches', 'NNS')
('increased', 'VBD')
('believe', 'JJ')
('innocent', 'NN')
('originating', 'VBG')
('perceive', 'JJ')
('bgra', 'NN')
('recognizes', 'VBZ')
('included', 'VBN')
('stops', 'JJ')
('appears', 'VBZ')
('srgbhdtvitu-rec', 'JJ')
('invariants', 'NNS')
('recognized', 'VBN')
('autovectorize', 'RB')
('whining', 'VBG')
('abgr', 'RP')
('interpreted', 'VBN')
('white-ywhite-y', 'JJ')
('initialize', 'NN')
('relies', 'NNS')
('negating', 'VBG')
('hewlett', 'NN')
('in_digits1', 'NN')
('xyz096421008249', 'NNP')
('backdoor', 'NN')
('gpc_fnout_format', 'NN')
('fails', 'VBZ')
('do_own_interlace', 'NN')
('achieved', 'VBD')
('octal', 'JJ')
('combining', 'VBG')
('awful', 'JJ')
('characters', 'NNS')
('png_read_scale_16_to_8_supported', 'VBD')
('through', 'IN')
('colorfaq', 'NN')
('png_read_expand_16_supported', 'VBN')
('tries', 'NNS')
('opened', 'VBD')
('uarb', 'JJ')
('png_set_swappng_structrp', 'NN')
('aspects', 'NNS')
('forbid', 'JJ')
('inches', 'NNS')
('accepts', 'NNS')
('drops', 'VBP')
('libpng-1230', 'JJ')
('except', 'IN')
('mechanism', 'NN')
('divides', 'NNS')
('requested', 'VBD')
('inflatereset2', 'JJ')
('suggest', 'JJ')
('root-mean-square', 'NN')
('original_pp', 'NN')
('feedback', 'NN')
('buffers', 'NNS')
('behave', 'VBP')
('profiledevice', 'JJ')
('net', 'JJ')
('provoke', 'NN')
('desire', 'NN')
('repositioning', 'VBG')
('p-b', 'JJ')
('wont', 'NN')
('executed', 'VBN')
('until', 'IN')
('opted', 'VBN')
('png_io_chunk_data', 'NNS')
('color-z', 'JJ')
('mallocs', 'JJ')
('typedef', 'NN')
('purposes', 'NNS')
('allows', 'VBZ')
('terminal', 'JJ')
('iend', 'NN')
('backgroundalpha', 'NN')
('compression_buffer', 'NN')
('zlib_vernum', 'NN')
('determine', 'NN')
('processing', 'NN')
('srgb1', 'JJ')
('png_handle_alpha', 'NN')
('b-c', 'JJ')
('printer', 'NN')
('lacks', 'NNS')
('simplified', 'VBD')
('adjusting', 'VBG')
('summaries', 'NNS')
('interpreting', 'VBG')
('computational', 'JJ')
('entered', 'VBN')
('log102', 'JJ')
('measure', 'NN')
('absig', 'NN')
('backwards', 'NNS')
('fire', 'NN')
